id,date,amount,merchant,description,category
7438,2023-10-21,11.28,Uber Eats,Course fee,Transport
7439,2024-12-01,54.96,State University,State University - Grocery shopping,Education
7440,2026-04-23,42.07,Starbucks Coffee,Starbucks Coffee - Taxi ride,Shopping
7441,2026-02-13,60.47,Electric Company,Electric Company - Course fee,Bills
7442,2025-12-30,38.34,Walmart Supercenter,Walmart Supercenter - Taxi ride,Shopping
7443,2026-05-11,33.17,Local Taxi,Course fee,Utilities
7444,2025-10-31,20.71,Miller-Johnson,Grocery shopping,Entertainment
7445,2025-09-17,5.3,Joe's Pizza,Lunch with friends,Food
7446,2026-07-19,14.81,Delta Airlines,Delta Airlines - Monthly subscription,Travel
7447,2024-12-19,18.61,Starbucks Coffee,Starbucks Coffee - Prescription purchase,Food
7448,2026-05-24,16.89,Simmons and Sons,Simmons and Sons - Flight booking,Food
7449,2026-08-25,6.56,Spence-Woods,Spence-Woods - Gas refill,Bills
7450,2023-10-06,39.79,"Wilson, Anderson and Bell","Wilson, Anderson and Bell - Online purchase",Health
7451,2026-08-09,38.49,Waterworks,Waterworks - Hotel stay,Travel
7452,2026-06-05,29.02,Mcdonald-Williams,Gas refill,Bills
7453,2024-08-25,14.08,Cochran-Rodriguez,Cochran-Rodriguez - Grocery shopping,Travel
7454,2024-03-13,37.38,Hopkins and Sons,Course fee,Shopping
7455,2025-11-25,29.65,CVS Pharmacy,CVS Pharmacy - Course fee,Health
7456,2026-07-10,2.33,Starbucks Coffee,Gas refill,Bills
7457,2025-12-20,125.18,"Moody, Miller and Ortiz",Flight booking,Travel
7458,2024-02-18,61.22,Local High School,Grocery shopping,Education
7459,2025-11-18,33.68,Mall Outlet,Mall Outlet - Grocery shopping,Transport
7460,2024-08-12,42.6,Waterworks,Waterworks - Prescription purchase,Bills
7461,2024-08-10,55.27,Netflix Streaming,Netflix Streaming - Grocery shopping,Entertainment
7462,2025-05-13,7.78,Local Taxi,Local Taxi - Lunch with friends,Utilities
7463,2025-01-02,7.45,Local Taxi,Local Taxi - Monthly subscription,Shopping
7464,2025-03-29,13.81,Mall Outlet,Grocery shopping,Food
7465,2025-06-25,3.6,Starbucks Coffee,Hotel stay,Travel
7466,2025-12-27,69.1,Moore Ltd,Moore Ltd - Grocery shopping,Others
7467,2025-01-14,20.04,Amazon Marketplace,Amazon Marketplace - Flight booking,Shopping
7468,2026-07-27,7.03,Leon LLC,Online purchase,Shopping
7469,2025-06-29,7.24,Davis Ltd,Davis Ltd - Electric bill payment,Bills
7470,2026-02-01,42.17,Sandoval PLC,Sandoval PLC - Gas refill,Bills
7471,2026-04-19,48.34,Mall Outlet,Flight booking,Shopping
7472,2024-03-12,35.18,Tucker-Knox,Tucker-Knox - Grocery shopping,Health
7473,2025-11-16,16.02,Electric Company,Lunch with friends,Bills
7474,2026-02-23,1.01,Cohen-Gregory,Cohen-Gregory - Monthly subscription,Transport
7475,2025-06-06,10.02,Gas Station,Hotel stay,Travel
7476,2024-06-14,24.48,Electric Company,Taxi ride,Bills
7477,2023-11-10,11.64,Carpenter-Chase,Carpenter-Chase - Gas refill,Bills
7478,2023-11-26,18.2,Gilbert-Lester,Hotel stay,Travel
7479,2025-09-08,6.1,Waterworks,Waterworks - Taxi ride,Bills
7480,2025-10-25,19.75,Waterworks,Waterworks - Prescription purchase,Bills
7481,2025-06-12,38.25,Netflix Streaming,Netflix Streaming - Course fee,Entertainment
7482,2024-03-05,119.27,Wolfe Ltd,Wolfe Ltd - Prescription purchase,Utilities
7483,2023-10-18,36.63,"Todd, Miller and Mathis","Todd, Miller and Mathis - Monthly subscription",Others
7484,2024-01-18,6.93,Hendrix LLC,Gas refill,Bills
7485,2025-11-02,9.8,"Sosa, Mcintyre and Harvey","Sosa, Mcintyre and Harvey - Monthly subscription",Transport
7486,2026-03-27,52.65,Andersen-Smith,Online purchase,Others
7487,2025-07-12,35.72,Electric Company,Course fee,Bills
7488,2026-04-07,20.01,Mall Outlet,Mall Outlet - Lunch with friends,Others
7489,2024-11-09,6.95,Netflix Streaming,Flight booking,Entertainment
7490,2025-06-01,41.13,Lyft,Online purchase,Transport
7491,2025-09-25,10.58,Perez-Grant,Perez-Grant - Electric bill payment,Bills
7492,2024-05-05,1.22,Starbucks Coffee,Starbucks Coffee - Online purchase,Shopping
7493,2026-05-21,65.16,CVS Pharmacy,CVS Pharmacy - Course fee,Health
7494,2026-01-25,21.06,Starbucks Coffee,Starbucks Coffee - Gas refill,Bills
7495,2024-03-26,14.94,"Juarez, Hernandez and Smith",Prescription purchase,Health
7496,2025-06-15,53.96,Spotify,Gas refill,Entertainment
7497,2023-11-22,13.05,State University,State University - Online purchase,Education
7498,2026-05-27,1.96,Gas Station,Gas Station - Course fee,Bills
7499,2025-03-03,1.15,CVS Pharmacy,CVS Pharmacy - Grocery shopping,Health
7500,2024-09-30,3.97,Bray-Mckenzie,Bray-Mckenzie - Taxi ride,Education
7501,2023-11-02,38.33,Joe's Pizza,Prescription purchase,Food
7502,2026-05-27,32.08,State University,State University - Course fee,Education
7503,2025-11-05,10.8,Spotify,Spotify - Taxi ride,Entertainment
7504,2026-01-25,44.09,Waterworks,Waterworks - Online purchase,Bills
7505,2025-02-03,22.67,Local Taxi,Course fee,Utilities
7506,2024-01-16,47.8,Uber Eats,Taxi ride,Transport
7507,2025-07-26,12.51,Waterworks,Hotel stay,Travel
7508,2024-03-26,35.96,"Sims, Phillips and Guzman",Online purchase,Food
7509,2025-11-22,3.14,Joe's Pizza,Taxi ride,Food
7510,2024-06-05,6.4,Richmond-Norris,Hotel stay,Travel
7511,2024-03-29,50.42,Wilson Ltd,Taxi ride,Utilities
7512,2025-12-03,92.2,Crawford Ltd,Crawford Ltd - Electric bill payment,Bills
7513,2024-01-05,6.56,Gas Station,Gas Station - Online purchase,Bills
7514,2024-06-10,8.46,CVS Pharmacy,Gas refill,Health
7515,2024-04-21,145.87,Electric Company,Electric bill payment,Bills
7516,2026-01-10,20.49,Mall Outlet,Mall Outlet - Lunch with friends,Travel
7517,2025-12-20,18.05,Delta Airlines,Delta Airlines - Hotel stay,Travel
7518,2025-02-07,53.62,"Young, Barnett and Sanchez","Young, Barnett and Sanchez - Flight booking",Utilities
7519,2024-11-06,14.15,CVS Pharmacy,Lunch with friends,Health
7520,2024-07-15,27.32,Gas Station,Lunch with friends,Bills
7521,2025-06-15,3.0,Amazon Marketplace,Amazon Marketplace - Taxi ride,Shopping
7522,2025-10-01,23.01,Electric Company,Electric Company - Electric bill payment,Bills
7523,2024-06-30,1.74,Joe's Pizza,Joe's Pizza - Grocery shopping,Food
7524,2023-09-19,76.5,"Guzman, Kennedy and Hill","Guzman, Kennedy and Hill - Course fee",Utilities
7525,2026-05-05,22.09,Delta Airlines,Electric bill payment,Travel
7526,2024-11-17,31.36,Hilton Hotels,Hilton Hotels - Gas refill,Travel
7527,2025-12-19,5.98,Electric Company,Prescription purchase,Bills
7528,2025-06-07,9.76,Joe's Pizza,Joe's Pizza - Electric bill payment,Food
7529,2025-07-09,20.91,Amazon Marketplace,Course fee,Shopping
7530,2024-03-05,18.27,Spotify,Spotify - Course fee,Entertainment
7531,2024-05-11,21.5,Spotify,Gas refill,Entertainment
7532,2023-11-01,17.2,Gas Station,Online purchase,Bills
7533,2024-09-04,56.57,Netflix Streaming,Netflix Streaming - Monthly subscription,Entertainment
7534,2024-02-13,13.32,"Lopez, Fernandez and Robinson",Monthly subscription,Shopping
7535,2025-10-29,15.1,Rios-Nelson,Rios-Nelson - Monthly subscription,Food
7536,2026-02-08,69.82,"Burton, Clayton and Rodgers",Course fee,Others
7537,2025-06-14,46.86,Estes PLC,Estes PLC - Hotel stay,Travel
7538,2024-12-13,22.8,Waterworks,Waterworks - Prescription purchase,Bills
7539,2025-11-01,82.07,Galloway-Medina,Galloway-Medina - Electric bill payment,Bills
7540,2026-02-04,19.29,"Lester, Ramsey and Wheeler",Flight booking,Entertainment
7541,2024-09-07,9.22,Jenkins-Jones,Jenkins-Jones - Lunch with friends,Entertainment
7542,2023-12-02,124.53,Perez PLC,Perez PLC - Prescription purchase,Food
7543,2026-03-10,7.72,Delta Airlines,Delta Airlines - Electric bill payment,Travel
7544,2023-09-30,1.22,Waterworks,Waterworks - Hotel stay,Travel
7545,2025-11-16,2.62,Uber Eats,Gas refill,Transport
7546,2024-05-28,6.95,Johnson Group,Johnson Group - Taxi ride,Food
7547,2023-09-25,64.99,Netflix Streaming,Gas refill,Entertainment
7548,2026-07-16,10.44,Walmart Supercenter,Walmart Supercenter - Grocery shopping,Shopping
7549,2024-03-22,25.09,Green-Johnson,Hotel stay,Travel
7550,2026-04-13,27.22,Starbucks Coffee,Starbucks Coffee - Course fee,Shopping
7551,2023-12-14,10.18,Walton-Baker,Walton-Baker - Taxi ride,Entertainment
7552,2024-01-24,5.3,State University,Taxi ride,Education
7553,2026-03-22,29.21,Ellis-Perkins,Ellis-Perkins - Online purchase,Food
7554,2023-12-29,28.9,Wright Group,Wright Group - Grocery shopping,Travel
7555,2024-01-05,1.58,Starbucks Coffee,Starbucks Coffee - Course fee,Transport
7556,2024-08-22,10.83,Williams and Sons,Williams and Sons - Online purchase,Others
7557,2024-02-26,26.36,Local High School,Online purchase,Education
7558,2024-12-28,2.66,Starbucks Coffee,Starbucks Coffee - Monthly subscription,Travel
7559,2026-08-02,27.07,Amazon Marketplace,Amazon Marketplace - Prescription purchase,Shopping
7560,2024-03-07,79.09,"Alvarez, Harper and Smith","Alvarez, Harper and Smith - Electric bill payment",Bills
7561,2025-07-26,139.43,Brown-Taylor,Brown-Taylor - Monthly subscription,Others
7562,2025-04-06,69.61,Netflix Streaming,Flight booking,Entertainment
7563,2025-06-12,27.29,"Sherman, Rivera and Carpenter",Flight booking,Food
7564,2024-04-14,4.77,Ford Group,Taxi ride,Shopping
7565,2025-07-28,12.53,Thomas-Reed,Thomas-Reed - Flight booking,Food
7566,2026-01-17,64.27,Perez PLC,Electric bill payment,Bills
7567,2026-06-24,14.46,"Alvarado, Anderson and Payne","Alvarado, Anderson and Payne - Flight booking",Bills
7568,2024-11-02,17.98,Joe's Pizza,Electric bill payment,Food
7569,2025-06-15,2.19,Corner Grocery,Gas refill,Bills
7570,2024-02-24,5.55,Smith-Burns,Gas refill,Bills
7571,2023-10-29,54.56,Gas Station,Gas Station - Gas refill,Bills
7572,2024-10-06,12.07,Todd Inc,Grocery shopping,Education
7573,2024-09-16,14.34,Payne-Daniels,Hotel stay,Travel
7574,2024-11-07,2.38,Waterworks,Taxi ride,Bills
7575,2025-10-28,46.99,Local Taxi,Prescription purchase,Others
7576,2025-02-15,45.55,"Maynard, Martin and Johnson","Maynard, Martin and Johnson - Online purchase",Others
7577,2024-06-12,25.57,Corner Grocery,Corner Grocery - Grocery shopping,Food
7578,2025-06-24,52.14,Mall Outlet,Mall Outlet - Grocery shopping,Food
7579,2025-11-14,10.54,Uber Eats,Prescription purchase,Transport
7580,2023-12-28,1.92,Netflix Streaming,Netflix Streaming - Grocery shopping,Entertainment
7581,2025-05-09,18.52,Oliver-Stokes,Gas refill,Bills
7582,2024-03-19,77.05,Local Taxi,Local Taxi - Lunch with friends,Bills
7583,2024-06-24,5.84,Walmart Supercenter,Walmart Supercenter - Course fee,Shopping
7584,2026-07-31,55.91,George LLC,George LLC - Lunch with friends,Shopping
7585,2026-04-16,90.11,Local High School,Local High School - Course fee,Education
7586,2024-07-06,20.79,Delta Airlines,Delta Airlines - Prescription purchase,Travel
7587,2026-03-03,38.16,Joe's Pizza,Course fee,Food
7588,2026-03-22,61.94,Gas Station,Gas Station - Course fee,Bills
7589,2026-01-22,36.95,City Hospital,City Hospital - Flight booking,Shopping
7590,2024-09-23,33.87,Cooke-Rogers,Lunch with friends,Shopping
7591,2024-09-28,16.27,State University,State University - Lunch with friends,Education
7592,2024-04-08,49.88,Sampson-Ortiz,Sampson-Ortiz - Flight booking,Shopping
7593,2024-01-02,2.02,Local High School,Local High School - Electric bill payment,Education
7594,2024-08-30,1.73,Mall Outlet,Mall Outlet - Hotel stay,Travel
7595,2025-12-30,23.79,Local High School,Local High School - Grocery shopping,Education
7596,2025-07-22,106.82,City Hospital,Prescription purchase,Education
7597,2026-03-09,14.51,Mitchell-Aguilar,Mitchell-Aguilar - Online purchase,Others
7598,2025-03-28,6.54,"Palmer, Garcia and Arnold",Prescription purchase,Shopping
7599,2024-02-23,63.28,Corner Grocery,Corner Grocery - Online purchase,Utilities
7600,2024-10-18,33.03,City Hospital,City Hospital - Grocery shopping,Others
7601,2024-02-28,15.49,"Chandler, Hogan and Barrett","Chandler, Hogan and Barrett - Prescription purchase",Food
7602,2024-08-01,9.56,Lyft,Lyft - Lunch with friends,Transport
7603,2023-12-20,60.63,Uber Eats,Uber Eats - Taxi ride,Transport
7604,2025-08-15,48.12,Local Taxi,Prescription purchase,Travel
7605,2026-06-23,33.29,Joe's Pizza,Course fee,Food
7606,2026-02-01,32.1,Green Group,Green Group - Hotel stay,Travel
7607,2026-01-12,26.5,"Perez, Moore and Meadows",Online purchase,Food
7608,2025-01-17,13.49,Electric Company,Electric Company - Prescription purchase,Bills
7609,2025-06-30,5.0,Mall Outlet,Taxi ride,Food
7610,2025-12-18,2.99,Electric Company,Grocery shopping,Bills
7611,2024-09-07,5.71,Corner Grocery,Corner Grocery - Grocery shopping,Bills
7612,2026-06-03,46.29,"Espinoza, Christian and Gonzalez",Lunch with friends,Others
7613,2024-10-19,41.57,City Hospital,City Hospital - Flight booking,Food
7614,2024-09-29,45.85,City Hospital,City Hospital - Prescription purchase,Food
7615,2024-05-11,14.55,Smith Group,Smith Group - Lunch with friends,Food
7616,2024-12-01,22.71,Corner Grocery,Grocery shopping,Utilities
7617,2025-10-22,5.16,Smith Inc,Electric bill payment,Bills
7618,2026-01-21,44.3,"Martinez, Taylor and Harper",Flight booking,Education
7619,2024-12-03,54.75,Taylor Group,Hotel stay,Travel
7620,2026-08-27,1.04,Local Taxi,Local Taxi - Gas refill,Bills
7621,2025-06-14,9.75,Blackwell-Hardin,Hotel stay,Travel
7622,2023-10-23,52.57,Delta Airlines,Delta Airlines - Electric bill payment,Travel
7623,2024-03-10,10.3,Mall Outlet,Mall Outlet - Course fee,Travel
7624,2026-08-22,42.99,Hilton Hotels,Hilton Hotels - Lunch with friends,Travel
7625,2025-02-08,93.82,Netflix Streaming,Netflix Streaming - Hotel stay,Travel
7626,2024-02-13,2.38,Roberts and Sons,Roberts and Sons - Gas refill,Bills
7627,2025-03-06,47.94,"Young, Bright and Clay","Young, Bright and Clay - Gas refill",Bills
7628,2024-11-23,20.94,Corner Grocery,Corner Grocery - Prescription purchase,Shopping
7629,2026-06-07,30.45,Local High School,Local High School - Flight booking,Education
7630,2023-11-29,19.11,Joe's Pizza,Joe's Pizza - Grocery shopping,Food
7631,2024-04-23,18.91,Netflix Streaming,Hotel stay,Travel
7632,2025-05-02,3.29,Gas Station,Gas Station - Online purchase,Bills
7633,2026-08-10,59.14,Local Taxi,Lunch with friends,Shopping
7634,2025-04-07,12.15,Corner Grocery,Corner Grocery - Flight booking,Others
7635,2026-02-01,50.74,"Fitzgerald, Hawkins and Rodriguez",Electric bill payment,Bills
7636,2026-03-17,34.84,"Anderson, Wilcox and Weaver","Anderson, Wilcox and Weaver - Electric bill payment",Bills
7637,2026-03-16,24.07,City Hospital,City Hospital - Gas refill,Bills
7638,2025-10-28,56.18,Lyft,Online purchase,Transport
7639,2025-04-23,12.41,Matthews-Davis,Matthews-Davis - Grocery shopping,Food
7640,2024-04-16,41.56,Starbucks Coffee,Online purchase,Shopping
7641,2024-11-28,118.04,Johnson-Wallace,Lunch with friends,Shopping
7642,2024-06-04,3.71,CVS Pharmacy,CVS Pharmacy - Hotel stay,Travel
7643,2024-07-14,18.45,State University,Monthly subscription,Education
7644,2023-11-01,37.2,Uber Eats,Uber Eats - Hotel stay,Transport
7645,2024-03-15,86.48,State University,Taxi ride,Education
7646,2026-04-05,28.12,Kelly-Marshall,Lunch with friends,Transport
7647,2025-09-01,51.11,Local High School,Local High School - Prescription purchase,Education
7648,2025-06-14,66.08,Corner Grocery,Corner Grocery - Hotel stay,Travel
7649,2024-10-21,26.37,Torres-Maldonado,Torres-Maldonado - Flight booking,Others
7650,2024-10-10,14.93,Hilton Hotels,Hilton Hotels - Hotel stay,Travel
7651,2026-01-12,14.87,Local Taxi,Hotel stay,Travel
7652,2024-02-29,53.23,Hilton Hotels,Hilton Hotels - Online purchase,Travel
7653,2024-09-27,23.33,Duarte-Green,Duarte-Green - Monthly subscription,Shopping
7654,2025-08-09,10.26,Cole-Coleman,Cole-Coleman - Monthly subscription,Utilities
7655,2025-04-29,32.54,Hilton Hotels,Hilton Hotels - Lunch with friends,Travel
7656,2026-05-28,12.27,Patterson-Sanchez,Patterson-Sanchez - Course fee,Shopping
7657,2025-02-21,25.13,Robles-Palmer,Robles-Palmer - Prescription purchase,Others
7658,2026-07-02,6.0,Spotify,Spotify - Course fee,Entertainment
7659,2025-07-25,22.02,Hilton Hotels,Lunch with friends,Travel
7660,2025-11-18,30.35,CVS Pharmacy,Course fee,Health
7661,2025-09-13,4.82,Oliver PLC,Prescription purchase,Shopping
7662,2025-01-30,10.88,Local High School,Taxi ride,Education
7663,2026-02-25,6.41,Corner Grocery,Corner Grocery - Course fee,Others
7664,2023-09-24,4.44,Corner Grocery,Corner Grocery - Prescription purchase,Utilities
7665,2024-11-08,13.29,Lyft,Lyft - Gas refill,Transport
7666,2024-12-04,32.91,Electric Company,Electric Company - Prescription purchase,Bills
7667,2024-12-25,78.87,Howard Ltd,Taxi ride,Transport
7668,2025-08-12,54.13,Thomas-Le,Thomas-Le - Online purchase,Health
7669,2025-01-08,3.41,"Munoz, King and Jones",Gas refill,Bills
7670,2025-11-23,54.79,Spotify,Course fee,Entertainment
7671,2024-07-02,12.53,Amazon Marketplace,Amazon Marketplace - Lunch with friends,Shopping
7672,2025-05-14,5.98,Dunn-Scott,Flight booking,Others
7673,2024-06-04,30.15,Gas Station,Gas Station - Online purchase,Bills
7674,2026-05-26,48.14,"Martin, Wagner and Branch",Hotel stay,Travel
7675,2024-08-25,4.48,Adams Inc,Lunch with friends,Shopping
7676,2025-12-23,23.54,"Perez, Moyer and Williams","Perez, Moyer and Williams - Monthly subscription",Food
7677,2025-05-17,12.51,Roberts-Watts,Gas refill,Bills
7678,2024-08-31,57.54,Netflix Streaming,Netflix Streaming - Electric bill payment,Entertainment
7679,2026-07-03,21.9,Roberts-Boyd,Roberts-Boyd - Course fee,Others
7680,2025-08-07,22.75,City Hospital,Electric bill payment,Bills
7681,2024-02-29,34.92,Electric Company,Online purchase,Bills
7682,2026-08-21,46.77,Hughes-Potter,Hughes-Potter - Grocery shopping,Shopping
7683,2024-10-27,20.44,City Hospital,City Hospital - Prescription purchase,Others
7684,2026-08-15,32.98,Uber Eats,Uber Eats - Prescription purchase,Transport
7685,2026-08-16,72.81,"Martinez, Garcia and Knight","Martinez, Garcia and Knight - Flight booking",Shopping
7686,2025-08-31,20.85,Electric Company,Flight booking,Bills
7687,2026-04-06,7.16,Mall Outlet,Mall Outlet - Monthly subscription,Health
7688,2024-11-13,4.64,Garrison and Sons,Hotel stay,Travel
7689,2023-10-09,70.41,Gas Station,Gas Station - Course fee,Bills
7690,2024-08-22,3.0,Love-Larson,Love-Larson - Lunch with friends,Transport
7691,2026-04-26,1.11,Waterworks,Flight booking,Bills
7692,2025-08-10,15.02,Joe's Pizza,Joe's Pizza - Monthly subscription,Food
7693,2025-03-18,20.41,Spotify,Spotify - Gas refill,Entertainment
7694,2024-06-30,11.82,Waterworks,Electric bill payment,Bills
7695,2025-03-20,22.78,"Doyle, Newman and Green",Gas refill,Bills
7696,2024-04-18,3.69,Davis-Martin,Grocery shopping,Shopping
7697,2024-07-09,12.56,Alexander PLC,Grocery shopping,Bills
7698,2025-06-18,44.79,Joe's Pizza,Gas refill,Food
7699,2024-03-30,1.6,Gas Station,Gas Station - Prescription purchase,Bills
